LPC Code Structure Analysis Log
Generated: 2025-03-08 06:17:50

File | Line | Snippet
sign_writer.c | 289 | write(
sign_writer.c | 294 | write(
sign_writer.c | 295 | write(
sign_writer.c | 297 | write(
sign_writer.c | 311 | write(
sign_writer.c | 316 | write(
sign_writer.c | 336 | write(
sign_writer.c | 346 | write(
sign_writer.c | 347 | write(
sign_writer.c | 361 | write(
sign_writer.c | 466 | write(
sign_writer.c | 516 | write(
bank.c | 195 | write(
bank.c | 249 | tell_object(
bank.c | 257 | tell_object(
bank.c | 278 | tell_object(
bank.c | 294 | write(
bank.c | 295 | write(
bank.c | 328 | write(
bank.c | 345 | write(
bank.c | 349 | write(
bank.c | 354 | write(
bank.c | 375 | write(
bank.c | 378 | write(
bank.c | 383 | write(
bank.c | 390 | write(
money_changer.c | 116 | write(
money_changer.c | 122 | write(
money_changer.c | 126 | write(
vault.c | 117 | call_out(
vault.c | 142 | tell_object(
vault.c | 156 | call_out(
vault.c | 196 | tell_object(
vault.c | 201 | tell_object(
real_estate_auction.c | 34 | call_out(
real_estate_auction.c | 73 | call_out(
real_estate_auction.c | 153 | write(
real_estate_auction.c | 177 | write(
real_estate_auction.c | 214 | write(
real_estate_auction.c | 218 | write(
real_estate_auction.c | 236 | write(
real_estate_auction.c | 242 | write(
real_estate_auction.c | 262 | write(
real_estate_auction.c | 265 | write(
general_shop.c | 114 | call_out(
general_shop.c | 860 | tell_object (
general_shop.c | 866 | tell_object (
general_shop.c | 898 | tell_object(
general_shop.c | 918 | call_out(
general_shop.c | 923 | write(
general_shop.c | 1017 | write(
general_shop.c | 1028 | tell_object(
general_shop.c | 1073 | write(
general_shop.c | 1078 | tell_object(
general_shop.c | 1193 | tell_object(
general_shop.c | 1338 | write(
general_shop.c | 1687 | call_out(
general_shop.c | 1698 | call_out(
general_shop.c | 1706 | call_out(
general_shop.c | 1708 | call_out(
general_shop.c | 1797 | call_out(
book_shop.c | 97 | write(
book_shop.c | 112 | write(
book_shop.c | 116 | write(
book_shop.c | 117 | write(
book_shop.c | 123 | write(
book_shop.c | 124 | write(
book_shop.c | 131 | write(
book_shop.c | 133 | write(
print_shop.c | 203 | write(
print_shop.c | 207 | write(
print_shop.c | 210 | write(
print_shop.c | 224 | write(
print_shop.c | 242 | write(
print_shop.c | 378 | write(
print_shop.c | 382 | write(
print_shop.c | 570 | write(
print_shop.c | 635 | write(
print_shop.c | 637 | write(
print_shop.c | 655 | write(
print_shop.c | 688 | write(
print_shop.c | 703 | write(
print_shop.c | 707 | write(
print_shop.c | 794 | write(
print_shop.c | 795 | write(
print_shop.c | 802 | write(
print_shop.c | 810 | write(
print_shop.c | 815 | write(
print_shop.c | 819 | write(
print_shop.c | 821 | write(
print_shop.c | 823 | write(
print_shop.c | 1039 | restore_object(
print_shop.c | 1053 | save_object(
laundry_entry_inherit.c | 76 | tell_object(
laundry_entry_inherit.c | 89 | tell_object(
laundry_entry_inherit.c | 94 | call_out(
laundry_entry_inherit.c | 100 | tell_object(
laundry_entry_inherit.c | 114 | tell_object(
potion_shop.c | 114 | write(
storeroom.c | 20 | call_out(
storeroom.c | 46 | call_out(
storeroom.c | 85 | call_out(
storeroom.c | 89 | call_out(
bureau_de_change.c | 156 | write(
bureau_de_change.c | 176 | write(
bureau_de_change.c | 186 | write(
bureau_de_change.c | 270 | write(
bureau_de_change.c | 287 | write(
bureau_de_change.c | 297 | write(
bureau_de_change.c | 308 | write(
craft_shop_controller.c | 162 | catch(
craft_shop_controller.c | 165 | catch(
craft_shop_controller.c | 1528 | call_out(
player_craft_shop.c | 871 | catch(
player_craft_shop.c | 874 | catch(
player_craft_shop.c | 1204 | write(
player_craft_shop.c | 1217 | write(
player_craft_shop.c | 1234 | write(
player_craft_shop.c | 1240 | write(
player_craft_shop.c | 1414 | tell_object(
player_craft_shop.c | 1483 | catch(
player_craft_shop.c | 1633 | write(
player_craft_shop.c | 1734 | write(
player_craft_shop.c | 1796 | write(
player_craft_shop.c | 1894 | write(
player_craft_shop.c | 1919 | write(
player_craft_shop.c | 1947 | write(
player_craft_shop.c | 1993 | write(
player_craft_shop.c | 2004 | write(
player_craft_shop.c | 2099 | write(
player_craft_shop.c | 2114 | write(
player_craft_shop.c | 2133 | tell_object(
player_craft_shop.c | 2138 | tell_object(
player_craft_shop.c | 2142 | write(
player_craft_shop.c | 2155 | write(
player_craft_shop.c | 2159 | write(
player_craft_shop.c | 2164 | write(
player_craft_shop.c | 2169 | write(
player_craft_shop.c | 2185 | write(
player_craft_shop.c | 2219 | write(
player_craft_shop.c | 2225 | write(
player_craft_shop.c | 2236 | write(
player_craft_shop.c | 2239 | write(
player_craft_shop.c | 2313 | write(
player_craft_shop.c | 2365 | write(
player_craft_shop.c | 2395 | write(
player_craft_shop.c | 2401 | write(
player_craft_shop.c | 2454 | write(
player_craft_shop.c | 2970 | write(
player_craft_shop.c | 2977 | write(
player_craft_shop.c | 2983 | write(
player_craft_shop.c | 3001 | write(
player_craft_shop.c | 3009 | write(
player_craft_shop.c | 3021 | write(
player_craft_shop.c | 3024 | write(
player_craft_shop.c | 3593 | write(
player_craft_shop.c | 3597 | write(
player_craft_shop.c | 3665 | write(
player_craft_shop.c | 3693 | write(
player_craft_shop.c | 3712 | write(
player_craft_shop.c | 3743 | write(
player_craft_shop.c | 4041 | write(
player_craft_shop.c | 4214 | write(
player_craft_shop.c | 4273 | write(
player_craft_shop.c | 4278 | write(
player_craft_shop.c | 4334 | write(
player_craft_shop.c | 4401 | write(
player_craft_shop.c | 4425 | write(
player_craft_shop.c | 4475 | write(
player_craft_shop.c | 4993 | tell_object(
player_craft_shop.c | 4999 | call_out(
commercial.c | 113 | call_out(
commercial.c | 116 | call_out(
commercial.c | 388 | catch(
commercial.c | 579 | catch(
commercial.c | 823 | write(
commercial.c | 834 | write(
commercial.c | 952 | write(
commercial.c | 1028 | write(
commercial.c | 1069 | write(
commercial.c | 1302 | write(
vault_entry.c | 108 | write(
vault_entry.c | 152 | write(
vault_entry.c | 200 | tell_object(
vault_entry.c | 229 | tell_object(
vault_entry.c | 247 | tell_object(
vault_entry.c | 250 | call_out(
vault_entry.c | 255 | tell_object(
vault_entry.c | 277 | tell_object(
vault_entry.c | 283 | call_out(
vault_entry.c | 290 | tell_object(
auction_house.c | 102 | restore_object(
auction_house.c | 114 | save_object(
auction_house.c | 605 | call_out(
auction_house.c | 646 | write(
auction_house.c | 698 | write(
auction_house.c | 830 | write(
auction_house.c | 874 | write(
auction_house.c | 890 | write(
auction_house.c | 896 | write(
auction_house.c | 975 | write(
auction_house.c | 976 | write(
auction_house.c | 993 | write(
auction_house.c | 1009 | write(
auction_house.c | 1037 | write(
newspaper_archive.c | 101 | write(
newspaper_archive.c | 177 | write(
item_shop.c | 485 | write(
item_shop.c | 606 | write(
item_shop.c | 683 | write(
expression_util.c | 53 | write(
expression_util.c | 57 | write(
expression_util.c | 125 | write(
expression_util.c | 153 | write(
expression_util.c | 172 | write(
expression_util.c | 203 | write(
pawn_shop.c | 165 | tell_object(
pawn_shop.c | 172 | tell_object(
pawn_shop.c | 197 | tell_object(
pawn_shop.c | 207 | tell_object(
pawn_shop.c | 216 | tell_object(
pawn_shop.c | 226 | tell_object(
pawn_shop.c | 234 | tell_object(
pawn_shop.c | 245 | tell_object(
pawn_shop.c | 309 | tell_object(
bank_franchise.c | 157 | write(
craft_shop_category.c | 176 | write(
craft_shop_category.c | 180 | write(
craft_shop_category.c | 182 | write(
craft_shop_category.c | 184 | write(
craft_shop_category.c | 221 | write(
craft_shop_category.c | 229 | write(
craft_shop_category.c | 230 | write(
craft_shop_category.c | 245 | write(
craft_shop_category.c | 246 | write(
craft_shop_category.c | 326 | write(
craft_shop_category.c | 396 | write(
pub.c | 636 | write(
pub.c | 736 | write(
pub.c | 739 | write(
player_craft_shop_base.c | 792 | catch(
player_craft_shop_base.c | 795 | catch(
player_craft_shop_base.c | 1132 | write(
player_craft_shop_base.c | 1146 | write(
player_craft_shop_base.c | 1163 | write(
player_craft_shop_base.c | 1169 | write(
player_craft_shop_base.c | 1347 | call_out(
player_craft_shop_base.c | 1375 | tell_object(
player_craft_shop_base.c | 1466 | write(
player_craft_shop_base.c | 1581 | write(
player_craft_shop_base.c | 1643 | write(
player_craft_shop_base.c | 1742 | write(
player_craft_shop_base.c | 1911 | write(
player_craft_shop_base.c | 1939 | write(
player_craft_shop_base.c | 1986 | write(
player_craft_shop_base.c | 2003 | write(
player_craft_shop_base.c | 2099 | write(
player_craft_shop_base.c | 2115 | write(
player_craft_shop_base.c | 2134 | tell_object(
player_craft_shop_base.c | 2139 | tell_object(
player_craft_shop_base.c | 2143 | write(
player_craft_shop_base.c | 2162 | write(
player_craft_shop_base.c | 2166 | write(
player_craft_shop_base.c | 2171 | write(
player_craft_shop_base.c | 2176 | write(
player_craft_shop_base.c | 2192 | write(
player_craft_shop_base.c | 2226 | write(
player_craft_shop_base.c | 2232 | write(
player_craft_shop_base.c | 2243 | write(
player_craft_shop_base.c | 2246 | write(
player_craft_shop_base.c | 2326 | write(
player_craft_shop_base.c | 2380 | write(
player_craft_shop_base.c | 2410 | write(
player_craft_shop_base.c | 2416 | write(
player_craft_shop_base.c | 2470 | write(
player_craft_shop_base.c | 2987 | write(
player_craft_shop_base.c | 2994 | write(
player_craft_shop_base.c | 3000 | write(
player_craft_shop_base.c | 3018 | write(
player_craft_shop_base.c | 3026 | write(
player_craft_shop_base.c | 3040 | write(
player_craft_shop_base.c | 3043 | write(
player_craft_shop_base.c | 3751 | write(
player_craft_shop_base.c | 3766 | write(
player_craft_shop_base.c | 3907 | write(
player_craft_shop_base.c | 3966 | write(
player_craft_shop_base.c | 3971 | write(
player_craft_shop_base.c | 4027 | write(
player_craft_shop_base.c | 4086 | write(
player_craft_shop_base.c | 4110 | write(
player_craft_shop_base.c | 4160 | write(
player_craft_shop_base.c | 4167 | write(
craft_shop.c | 509 | tell_object(
craft_shop.c | 522 | write(
craft_shop.c | 565 | tell_object(
craft_shop.c | 578 | write(
craft_shop.c | 595 | write(
craft_shop.c | 604 | write(
craft_shop.c | 608 | write(
craft_shop.c | 611 | write(
craft_shop.c | 632 | write(
craft_shop.c | 638 | write(
craft_shop.c | 655 | write(
craft_shop.c | 662 | write(
craft_shop.c | 667 | write(
craft_shop.c | 685 | write(
craft_shop.c | 690 | write(
craft_shop.c | 691 | write(
craft_shop.c | 696 | write(
craft_shop.c | 697 | write(
craft_shop.c | 716 | write(
craft_shop.c | 721 | write(
craft_shop.c | 727 | write(
craft_shop.c | 734 | write(
craft_shop.c | 744 | write(
craft_shop.c | 746 | write(
craft_shop.c | 778 | write(
craft_shop.c | 781 | write(
craft_shop.c | 783 | write(
craft_shop.c | 785 | write(
craft_shop.c | 792 | write(
craft_shop.c | 794 | write(
craft_shop.c | 796 | write(
craft_shop.c | 814 | write(
craft_shop.c | 852 | write(
craft_shop.c | 856 | write(
craft_shop.c | 891 | write(
craft_shop.c | 899 | write(
craft_shop.c | 946 | write(
store_close.c | 27 | call_out(
store_close.c | 29 | call_out(
store_close.c | 149 | call_out(
store_close.c | 202 | call_out(
bank_base.c | 297 | write(
bank_base.c | 420 | write(
bank_base.c | 440 | write(
bank_base.c | 445 | write(
bank_base.c | 449 | write(
bank_base.c | 455 | write(
bank_base.c | 482 | write(
bank_base.c | 485 | write(
bank_base.c | 492 | write(
bank_base.c | 497 | write(
counter.c | 37 | call_out(
counter.c | 142 | tell_object(
counter.c | 240 | tell_object(
counter.c | 249 | tell_object(
counter.c | 366 | call_out(
mgr_office.c | 203 | tell_object(
mgr_office.c | 244 | tell_object(
mgr_office.c | 259 | tell_object(
mgr_office.c | 279 | tell_object(
mgr_office.c | 321 | tell_object(
mgr_office.c | 364 | tell_object(
mgr_office.c | 369 | tell_object(
mgr_office.c | 381 | tell_object(
mgr_office.c | 406 | tell_object(
mgr_office.c | 454 | tell_object(
mgr_office.c | 466 | tell_object(
mgr_office.c | 471 | tell_object(
mgr_office.c | 474 | tell_object(
mgr_office.c | 492 | tell_object(
mgr_office.c | 502 | tell_object(
mgr_office.c | 506 | tell_object(
mgr_office.c | 533 | tell_object(
mgr_office.c | 551 | tell_object(
mgr_office.c | 556 | tell_object(
mgr_office.c | 625 | tell_object(
mgr_office.c | 628 | tell_object(
mgr_office.c | 642 | tell_object(
mgr_office.c | 686 | tell_object(
mgr_office.c | 701 | tell_object(
mgr_office.c | 704 | tell_object(
office.c | 209 | seteuid(
office.c | 705 | call_out(
office.c | 721 | call_out(
shop_front.c | 176 | tell_object(
shop_front.c | 187 | tell_object(
shop_front.c | 188 | tell_object(
shop_front.c | 191 | tell_object(
shop_front.c | 224 | tell_object(
shop_front.c | 234 | tell_object(
shop_front.c | 249 | tell_object(
shop_front.c | 268 | tell_object(
shop_front.c | 283 | tell_object(
shop_front.c | 318 | tell_object(
shop_front.c | 323 | tell_object(
shop_front.c | 333 | tell_object(
shop_front.c | 340 | call_out(
shop_front.c | 359 | tell_object(
shop_front.c | 405 | tell_object(
shop_front.c | 425 | tell_object(
shop_front.c | 439 | tell_object(
shop_front.c | 447 | tell_object(
shop_front.c | 460 | tell_object(
shop_front.c | 468 | tell_object(
shop_front.c | 497 | tell_object(
storeroom.c | 231 | tell_object(
storeroom.c | 245 | tell_object(
storeroom.c | 251 | tell_object(
storeroom.c | 285 | tell_object(
storeroom.c | 290 | tell_object(
storeroom.c | 296 | tell_object(
storeroom.c | 313 | tell_object(
storeroom.c | 408 | tell_object(
storeroom.c | 442 | tell_object(
storeroom.c | 471 | tell_object(
storeroom.c | 489 | tell_object(
storeroom.c | 500 | tell_object(
storeroom.c | 520 | tell_object(
storeroom.c | 533 | tell_object(
storeroom.c | 539 | tell_object(
storeroom.c | 546 | tell_object(
storeroom.c | 551 | tell_object(
storeroom.c | 559 | tell_object(
storeroom.c | 562 | tell_object(
storeroom.c | 582 | tell_object(
storeroom.c | 659 | tell_object(
storeroom.c | 728 | call_out(
storeroom.c | 755 | tell_object(
shopkeeper.c | 242 | call_out(
shopkeeper.c | 406 | call_out(
shopkeeper.c | 427 | call_out(
shopkeeper.c | 436 | call_out(
shopkeeper.c | 450 | call_out(
shopkeeper.c | 469 | call_out(
shopkeeper.c | 489 | call_out(
shopkeeper.c | 511 | call_out(
shopkeeper.c | 521 | call_out(
shopkeeper.c | 542 | call_out(
shopkeeper.c | 575 | call_out(
shopkeeper.c | 580 | call_out(
shopkeeper.c | 585 | call_out(
shopkeeper.c | 592 | call_out(
shopkeeper.c | 642 | call_out(
shopkeeper.c | 647 | call_out(
shopkeeper.c | 716 | call_out(
shopkeeper.c | 719 | call_out(
shopkeeper.c | 733 | call_out(
shopkeeper.c | 782 | call_out(
shopkeeper.c | 800 | call_out(
shopkeeper.c | 835 | call_out(
shopkeeper.c | 844 | call_out(
shopkeeper.c | 916 | call_out(
shopkeeper.c | 932 | call_out(
shopkeeper.c | 958 | tell_object(
shopkeeper.c | 961 | tell_object(
shopkeeper.c | 1035 | call_out(
shopkeeper.c | 1153 | call_out(
shopkeeper.c | 1160 | call_out(
shopkeeper.c | 1165 | call_out(
shopkeeper.c | 1194 | call_out(
shopkeeper.c | 1204 | call_out(
review.c | 352 | call_out(
save.c | 82 | call_out(
memo.c | 11 | tell_object(
memo.c | 24 | tell_object(
memo.c | 27 | tell_object(
memo.c | 48 | tell_object(
memo.c | 65 | tell_object(
memo.c | 72 | tell_object(
emp_cmd.c | 17 | tell_object(
emp_cmd.c | 30 | tell_object(
emp_cmd.c | 35 | tell_object(
emp_cmd.c | 41 | tell_object(
emp_cmd.c | 76 | tell_object(
emp_cmd.c | 99 | tell_object(
emp_cmd.c | 117 | tell_object(
emp_cmd.c | 129 | tell_object(
emp_cmd.c | 150 | tell_object(
emp_cmd.c | 159 | tell_object(
emp_cmd.c | 179 | tell_object(
emp_cmd.c | 185 | call_out(
applications.c | 206 | tell_object(
applications.c | 229 | tell_object(
applications.c | 238 | tell_object(
applications.c | 258 | tell_object(
applications.c | 264 | tell_object(
applications.c | 273 | tell_object(
applications.c | 281 | tell_object(
applications.c | 286 | tell_object(
applications.c | 291 | tell_object(
lists.c | 210 | tell_object(
lists.c | 234 | tell_object(
lists.c | 246 | tell_object(
lists.c | 255 | tell_object(
lists.c | 260 | tell_object(
cabinets.c | 37 | tell_object(
cabinets.c | 44 | tell_object(
cabinets.c | 69 | call_out(
cabinets.c | 74 | tell_object(
cabinets.c | 98 | tell_object(
cabinets.c | 114 | tell_object(
cabinets.c | 120 | tell_object(
cabinets.c | 126 | tell_object(
cabinets.c | 130 | tell_object(
cabinets.c | 146 | tell_object(
cabinets.c | 152 | tell_object(
cabinets.c | 157 | tell_object(
admin.c | 141 | tell_object(
admin.c | 231 | tell_object(
admin.c | 244 | tell_object(
admin.c | 252 | tell_object(
admin.c | 266 | tell_object(
admin.c | 285 | tell_object(
admin.c | 293 | tell_object(
admin.c | 303 | tell_object(
admin.c | 313 | tell_object(
admin.c | 329 | tell_object(
admin.c | 345 | tell_object(
admin.c | 429 | call_out(
logging.c | 48 | tell_object(
logging.c | 55 | tell_object(
logging.c | 65 | tell_object(
logging.c | 73 | tell_object(
logging.c | 77 | tell_object(
logging.c | 87 | tell_object(
logging.c | 92 | tell_object(
logging.c | 125 | call_out(
logging.c | 160 | call_out(
logging.c | 162 | call_out(
logging.c | 209 | call_out(
policies.c | 82 | tell_object(
policies.c | 88 | tell_object(
policies.c | 94 | tell_object(
policies.c | 99 | tell_object(
personnel.c | 59 | tell_object(
personnel.c | 65 | tell_object(
personnel.c | 70 | tell_object(
personnel.c | 84 | tell_object(
personnel.c | 100 | tell_object(
personnel.c | 105 | tell_object(
personnel.c | 111 | tell_object(
personnel.c | 116 | tell_object(
personnel.c | 131 | tell_object(
personnel.c | 138 | tell_object(
personnel.c | 144 | tell_object(
personnel.c | 149 | tell_object(
personnel.c | 166 | tell_object(
personnel.c | 171 | tell_object(
personnel.c | 177 | call_out(
personnel.c | 184 | tell_object(
personnel.c | 200 | tell_object(
personnel.c | 207 | tell_object(
personnel.c | 213 | tell_object(
personnel.c | 217 | tell_object(
personnel.c | 274 | tell_object(
personnel.c | 280 | tell_object(
personnel.c | 286 | tell_object(
personnel.c | 303 | tell_object(
personnel.c | 323 | tell_object(
personnel.c | 328 | tell_object(
personnel.c | 334 | tell_object(
personnel.c | 357 | tell_object(
personnel.c | 423 | call_out(
personnel.c | 494 | call_out(
personnel.c | 514 | tell_object(
personnel.c | 520 | tell_object(
personnel.c | 528 | tell_object(
personnel.c | 533 | tell_object(
baddies.c | 49 | tell_object(
baddies.c | 68 | tell_object(
baddies.c | 74 | tell_object(
baddies.c | 79 | tell_object(
baddies.c | 94 | tell_object(
baddies.c | 100 | tell_object(
masked.c | 178 | tell_object(
masked.c | 197 | tell_object(
masked.c | 215 | tell_object(
masked.c | 222 | tell_object(
stock.c | 52 | tell_object(
stock.c | 59 | tell_object(
stock.c | 81 | tell_object(
stock.c | 93 | tell_object(
stock.c | 105 | tell_object(
stock.c | 117 | tell_object(
stock.c | 123 | tell_object(
stock.c | 136 | tell_object(
voting_room.c | 39 | seteuid(
safe_room.c | 118 | tell_object(
safe_room.c | 167 | call_out(
safe_room.c | 168 | call_out(
safe_room.c | 178 | tell_object(
safe_room.c | 191 | tell_object(
safe_room.c | 222 | tell_object(
safe_room.c | 237 | tell_object(
council_fine.c | 60 | write(
council_fine.c | 66 | write(
council_fine.c | 118 | write(
council_fine.c | 133 | write(
council_fine.c | 149 | write(
council_cases.c | 81 | write(
council_cases.c | 100 | write(
council_cases.c | 126 | write(
council_cases.c | 247 | write(
council_cases.c | 249 | write(
council_cases.c | 261 | write(
council_cases.c | 321 | write(
council_cases.c | 337 | write(
council_cases.c | 341 | write(
council_cases.c | 343 | write(
council_cases.c | 344 | write(
council_cases.c | 356 | write(
council_cases.c | 367 | write(
council_cases.c | 382 | write(
council_cases.c | 582 | write(
council_cases.c | 600 | write(
council_cases.c | 605 | write(
council_cases.c | 623 | write(
council_cases.c | 633 | write(
council_cases.c | 636 | write(
council_cases.c | 643 | write(
council_cases.c | 645 | write(
council_cases.c | 701 | write(
council_cases.c | 721 | write(
council_cases.c | 723 | write(
council_cases.c | 732 | write(
council_cases.c | 735 | write(
council_cases.c | 737 | write(
council_cases.c | 746 | write(
council_cases.c | 752 | write(
council_cases.c | 757 | write(
council_cases.c | 763 | write(
council_cases.c | 824 | write(
council_cases.c | 832 | write(
council_cases.c | 835 | write(
council_cases.c | 846 | write(
council_cases.c | 855 | write(
council_cases.c | 885 | write(
council_cases.c | 925 | write(
council_cases.c | 935 | write(
council_cases.c | 941 | write(
council_cases.c | 954 | write(
council_cases.c | 967 | write(
council_cases.c | 991 | write(
council_cases.c | 1081 | write(
council_citizenship.c | 159 | restore_object(
council_citizenship.c | 171 | call_out(
council_citizenship.c | 181 | save_object(
council_citizenship.c | 241 | call_out(
council_citizenship.c | 417 | tell_object(
council_citizenship.c | 473 | tell_object(
council_citizenship.c | 650 | write(
council_citizenship.c | 653 | write(
player_housing.c | 59 | seteuid(
outside.c | 284 | call_out(
outside.c | 293 | call_out(
newspaper_subscription.c | 100 | restore_object(
newspaper_subscription.c | 109 | save_object(
newspaper_subscription.c | 432 | write(
newspaper_subscription.c | 553 | write(
newspaper_subscription.c | 557 | write(
newspaper_subscription.c | 561 | write(
newspaper_subscription.c | 565 | tell_object(
graffbase.c | 103 | call_out(
graffbase.c | 119 | write(
graffbase.c | 128 | write(
graffbase.c | 135 | write(
graffbase.c | 141 | write(
graffbase.c | 170 | write(
npcroom.c | 114 | call_out(
npcroom.c | 123 | call_out(
council_archive.c | 119 | write(
player_housing_outside.c | 51 | seteuid(
auction_room.c | 182 | call_out(
auction_room.c | 183 | call_out(
auction_room.c | 184 | call_out(
auction_room.c | 600 | call_out(
auction_room.c | 717 | write(
auction_room.c | 739 | write(
auction_room.c | 801 | write(
auction_room.c | 810 | write(
auction_room.c | 964 | call_out(
auction_room.c | 964 | tell_object(
auction_room.c | 981 | call_out(
auction_room.c | 981 | tell_object(
auction_room.c | 1032 | call_out(
auction_room.c | 1032 | tell_object(
auction_room.c | 1104 | call_out(
auction_room.c | 1148 | write(
auction_room.c | 1289 | write(
auction_room.c | 1297 | write(
auction_room.c | 1324 | write(
auction_room.c | 1466 | write(
auction_room.c | 1468 | write(
auction_room.c | 1475 | write(
